SUB_1,SUB_1 Lat,SUB_1 Long,SUB_2,SUB_2 Lat,SUB_2 Long,Shape__Length
UNKNOWN115225,,,ARKWRIGHT,,,25734.18334
LAKOTA ROAD,,,RISER139529,,,27954.48856
UNKNOWN120122,,,HOLLYBROOK,,,4891.944364
TAP134892,,,BOWMAN,,,26119.46357
TULSA SOUTHEAST,,,UNKNOWN118383,,,4381.696979
UNKNOWN122103,,,EASY SPRINGFIELD,,,3725.321846
UNKNOWN114751,,,UNKNOWN114758,,,3493.954263
TAP139160,,,WAUGH CHAPEL,,,18468.44586
UNKNOWN123087,,,UNKNOWN123089,,,19273.0212
FRUIT INDUSTRIES,,,NOT AVAILABLE,,,523.0241058
UNKNOWN115147,,,TAP146931,,,2738.03378
UNKNOWN109827,,,UNKNOWN109968,,,9878.534138
UNKNOWN113072,,,TAP154513,,,4301.260293
WHITE,,,BROOKINGS COUNTY,,,1024.86964
LG&E CANAL,,,OHIO FALLS,,,1959.274652
THOLE STREET,,,SEWELL'S POINT,,,10358.92885
UNKNOWN113782,,,TAP148495,,,1250.542649
UNKNOWN131681,,,NEBRASKA CITY,,,36637.23442
UNKNOWN116556,,,TAP142245,,,6749.40616
FLATWOOD,,,TAP137101,,,9526.849236
UNKNOWN131923,,,PLATTE,,,5037.001007
UNKNOWN121320,,,TAP139436,,,119.2263379
TAP138372,,,NORTHEAST,,,7347.152017
LAPP,,,TAP140505,,,17442.38019
UNKNOWN125119,,,TAP138445,,,38.36030177
CARVILLE ENERGY LLC,,,NOT AVAILABLE,,,139.8052914
TAP138912,,,NOT AVAILABLE,,,3389.729768
UNKNOWN130691,,,TAP134612,,,103.4478133
EAST FRANKFORT,,,BRAIDWOOD,,,77484.75959
ESSENTIAL POWER NEWINGTON LLC,,,NEWINGTON 345KV,,,2951.80841
UNKNOWN121420,,,TAP137337,,,33.68893268
UNKNOWN110818,,,UNKNOWN110819,,,1749.776637
TAP152877,,,TAP152878,,,1714.818346
UNKNOWN117197,,,UNKNOWN117514,,,12448.79608
UNKNOWN111583,,,UNKNOWN111584,,,19697.81422
UNKNOWN120306,,,ULMERTON TRANSFER CENTER,,,4126.415435
FAYETTEVILLE,,,TAP153435,,,22390.83463
WEST 41ST STREET,,,NOT AVAILABLE,,,90.06582346
CHEATHAM,,,TAP155104,,,18126.70306
UNKNOWN121976,,,TAP138230,,,351.5511661
UNKNOWN128449,,,DELRAY,,,4861.757812
TAP138787,,,STRANGER CREEK,,,29314.35894
UNKNOWN135996,,,UNKNOWN135997,,,5695.21639
UNKNOWN117746,,,UNKNOWN117941,,,6467.807811
TAP137929,,,GOLF MILL,,,5238.380375
MASTER,,,CALLOWHILL,,,4524.611079
TAP138321,,,TAP138322,,,3488.828276
TAP138470,,,GAINES,,,16646.79483
UNKNOWN122368,,,TAP142313,,,12501.97951
UNKNOWN128399,,,UNKNOWN128909,,,15376.50968
TAP152973,,,TAP152974,,,13008.68792
UNKNOWN121132,,,TAP142391,,,69.90129353
UNKNOWN121136,,,GLEN LYN,,,45201.28963
UNKNOWN117673,,,TAP153764,,,58831.2181
UNKNOWN110748,,,UNKNOWN110816,,,27304.89785
UNKNOWN129098,,,ROCK TAVERN (115KV),,,14908.89666
UNKNOWN124995,,,ALTOONA,,,14631.23141
UNKNOWN120026,,,TAP138781,,,1460.969946
UNKNOWN122296,,,TAP137875,,,27291.25745
SANTEE COOPER,,,UNKNOWN121080,,,37385.03329
UNKNOWN111464,,,TAP146968,,,9617.566984
UNKNOWN109842,,,TAP145790,,,2752.485807
JOHNSON 1,,,TAP148608,,,126.556583
UNKNOWN117939,,,TAP139456,,,6391.112238
RIO PINAR,,,NOT AVAILABLE,,,118.5443971
ALCOA SW STATION,,,TAP154942,,,21292.6181
UNKNOWN111745,,,TAP142436,,,10538.09934
KINGSTON,,,UNKNOWN152223,,,31742.16258
TAP137136,,,IMPERIAL,,,8380.112442
UNKNOWN131681,,,UNKNOWN131682,,,17026.1861
UNKNOWN111987,,,UNKNOWN111988,,,13381.16394
UNKNOWN116412,,,YATES,,,1922.517016
TAP154172,,,TAP154173,,,182.8971769
TAP137325,,,WEST END FOSTORIA SUBSTATION,,,122.0926818
TAP152539,,,TAP152544,,,2191.351571
TAP140204,,,HOSENSACK,,,11465.75115
MILLBURY NO.2,,,TAP136345,,,5486.690019
UNKNOWN116329,,,MOSSVILLE,,,9049.628362
UNKNOWN108197,,,TAP143115,,,13775.67443
UNKNOWN128166,,,UNKNOWN128167,,,815.264943
UNKNOWN129152,,,TAP138393,,,2663.099692
UNKNOWN113886,,,UNKNOWN113887,,,1794.033265
UNKNOWN123008,,,TAP139126,,,309.7081428
UNKNOWN112210,,,TAP142446,,,1424.458267
RISER139374,,,RISER139375,,,365.1887697
TAP140552,,,TAP140553,,,60.91458449
EL DORADO SUBSTATION,,,STERLINGTON,,,97616.47363
MARKS,,,BATEVILLE,,,43421.88142
UNKNOWN127616,,,TAP135939,,,11045.16576
HUBBARD,,,AUDOBON 230KV,,,115136.155
UNKNOWN109678,,,FLOWOOD,,,4257.703366
ROSIERE,,,DYCKESVILLE,,,21685.44945
MARSHALL STEAM STATION,,,MCGUIRE,,,27494.87874
UNKNOWN118411,,,MUSKOGEE,,,970.0803938
UNKNOWN129762,,,UNKNOWN129765,,,59825.46171
GERALD EAGLE ELECTRIC,,,UNKNOWN152930,,,8771.883277
UNKNOWN150396,,,MINUTEMAN,,,7681.565305
UNKNOWN109018,,,TAP143217,,,19421.41384
PENNSYLVANIA,,,UNKNOWN149249,,,6487.45601
TAP142506,,,FRIENDSHIP,,,63.29562766
UNKNOWN146834,,,TAP146850,,,9289.648844
UNKNOWN114784,,,UNKNOWN137425,,,5368.549622
JAMESTOWN,,,UNKNOWN135260,,,3654.923895
UNKNOWN122554,,,TAP161509,,,4660.934791
UNKNOWN125514,,,TAP137564,,,13788.9846
RICHLANDS,,,CLAYPOOL HILL,,,8141.159574
TAP142574,,,TAP142575,,,8775.458214
TAP149738,,,TAP149741,,,20885.98377
TAP136202,,,MAPLEWOOD,,,9737.239514
TAP143034,,,TAP143131,,,4109.987236
TAP152888,,,DEADEND167239,,,590.1626591
UNKNOWN109811,,,TAP144796,,,7019.397711
NORTHAMPTON GENERATING COMPANY LP,,,NOT AVAILABLE,,,101.5539385
UNKNOWN120877,,,TAP152146,,,47.64797718
MOSELLE,,,UNKNOWN109777,,,18194.70218
TAVARES,,,TAP143143,,,6870.851204
UNKNOWN116051,,,ATHENS,,,1019.059282
TAP152181,,,TAP152193,,,23242.52234
CASEY WEST,,,BREED,,,58573.96803
UNKNOWN115011,,,UNKNOWN115013,,,16163.5665
UNKNOWN112852,,,TAP137139,,,65.62310128
TAP145512,,,UNKNOWN161177,,,2919.48818
ACCA,,,LAKESIDE,,,6692.053351
UNKNOWN115072,,,TAP150884,,,3814.366371
TAP147106,,,TAP147153,,,5717.101238
DENNIS STATION,,,CORSON STATION,,,622.8326373
ABILENE ENERGY CENTER COMBUSTION TURBINE,,,NOT AVAILABLE,,,78.41156324
FAR ROCKAWAY,,,NOT AVAILABLE,,,119.8450915
UNKNOWN154474,,,TAP154479,,,142.8191178
UNKNOWN123836,,,JOHNSTOWN,,,27991.52629
SAFE HARBOR,,,FACE ROCK,,,17684.06618
UNKNOWN110509,,,UNKNOWN110510,,,3518.17855
UNKNOWN110110,,,TAP145617,,,654.3949712
INTERNATIONAL PAPER LIVERMORE HYDRO,,,NOT AVAILABLE,,,93.71129881
UNKNOWN122903,,,TAP139084,,,283.632088
UNKNOWN122641,,,MONTICELLO,,,51470.15068
UNKNOWN108952,,,WARDS HOLLOW,,,3676.449659
TAP146015,,,TAP146020,,,3102.813428
UNKNOWN116650,,,LOGANSPORT,,,18381.55593
MADBURY,,,DOVER,,,15073.63754
METRO CENTER,,,WATKINS PARK,,,5249.594701
UNKNOWN114741,,,TAP141927,,,710.3494835
ATLANTIC,,,OCEANVIEW,,,9749.032251
UNKNOWN113588,,,TAP155929,,,26577.34646
TAP143153,,,TAP143154,,,5039.215671
UNKNOWN124592,,,TAP140065,,,7664.057821
UNKNOWN128789,,,DONALDSON CREEK,,,40947.57957
UNKNOWN116988,,,TAP154037,,,6891.639379
UNKNOWN119573,,,MCDOWELL CREEK,,,11273.48339
PINELLAS COUNTY RESOURCE RECOVERY,,,NORTHEAST,,,3658.92109
UNKNOWN108633,,,UNKNOWN151128,,,3778.216172
UNKNOWN121116,,,TAP147728,,,16975.19062
TAP146628,,,TAP146630,,,14651.45298
UNKNOWN108370,,,TAP152793,,,41.21115978
ROCK SPRINGS,,,NOT AVAILABLE,,,336.9924682
UNKNOWN124125,,,TAP135824,,,2938.185245
UNKNOWN128182,,,TAP141118,,,82.28309872
UNKNOWN124092,,,TAP153500,,,5094.535282
UNKNOWN108974,,,TAP139259,,,30107.27074
UNKNOWN128389,,,UNKNOWN128404,,,16430.72153
UNKNOWN113370,,,UNKNOWN113371,,,215.4815437
SHOREHAM,,,WILDWOOD,,,2314.664036
UNKNOWN130155,,,WAHPETON,,,66937.19118
UNKNOWN112583,,,CLARENCE,,,24303.95018
WHEELABRATOR HUDSON FALLS,,,NOT AVAILABLE,,,109.1327929
UNKNOWN114982,,,UNKNOWN114983,,,1437.258699
UNKNOWN109936,,,UNKNOWN110231,,,8720.905565
UNKNOWN115106,,,CHESAPEAKE ENERGY CENTER,,,215.7743306
TAP140224,,,WESCOSVILLE,,,12956.80756
TAP148832,,,VBI,,,2471.212689
UNKNOWN112462,,,UNKNOWN116297,,,6298.468389
REUSENS,,,CENTERVILLE,,,37125.9001
UNKNOWN125125,,,UNKNOWN125126,,,178.9668033
LADYSMITH CT,,,NOT AVAILABLE,,,128.820823
LEIGH,,,TAP139309,,,673.4871066
UNKNOWN111497,,,TAP153090,,,530.334904
TAP152932,,,TAP152938,,,1899.800196
UNKNOWN120937,,,TAP150935,,,12052.03542
UNKNOWN123704,,,SIEGFRIED,,,6144.950181
TAP141299,,,TAP141301,,,5416.211006
TAP151183,,,TAP151184,,,868.9214059
UNKNOWN123228,,,UNKNOWN123242,,,58402.83108
UNKNOWN122462,,,TAP146638,,,10930.67713
TAP139668,,,CEDARVALE,,,677.7853777
UNKNOWN128905,,,UNKNOWN128908,,,3761.506719
UNKNOWN112835,,,UNKNOWN113673,,,703.6672245
UNKNOWN110571,,,TAP143479,,,7057.783286
TAP143366,,,TAP143367,,,5473.217692
UNKNOWN129611,,,TAP136150,,,25076.16408
CONNERSVILLE,,,UNKNOWN125260,,,2289.156651
UNKNOWN114259,,,UNKNOWN114260,,,685.5368023
UNKNOWN130641,,,TAP160459,,,3947.360576
UNKNOWN110915,,,TAP142496,,,5220.73052
UNKNOWN120881,,,TAP152209,,,390.9167304
TAP141796,,,LIVINGSTON,,,42146.68917
OAK CREEK STATION,,,NOT AVAILABLE,,,1299.459168
UNKNOWN128338,,,DETROIT EDISON KING ROAD,,,4889.092275
TAP142807,,,TAP143394,,,1239.893975
MOOREPARK,,,TAP141277,,,4637.583863
WHILLOCK,,,NOT AVAILABLE,,,213.1805625
UNKNOWN130669,,,BAGLEY,,,19393.59279
UNKNOWN114167,,,TAP147453,,,80.53411496
UNKNOWN118800,,,TAP149605,,,14701.53329
UNKNOWN112446,,,BOGALUSA,,,653.3129501
UNKNOWN113476,,,TAP141817,,,77.08667061
UNKNOWN112026,,,UNKNOWN112212,,,11059.57333
TAP151117,,,UNKNOWN151118,,,438.7833563
TAP138738,,,VALLEY,,,12229.09059
UNKNOWN145423,,,UNKNOWN145424,,,1169.429188
UNKNOWN131373,,,TAP137907,,,20.22080523
TAP142516,,,TAP142517,,,9702.322318
UNKNOWN116926,,,UNKNOWN116927,,,4757.810168
UNKNOWN132303,,,UNKNOWN132390,,,14017.67105
CARTERSVILLE,,,TAP147535,,,51.19654726
ELKINS GENERATING CENTER,,,NOT AVAILABLE,,,62.94567485
CUTLER,,,MITCHELL,,,5508.172917
EAST FRANKFORT,,,TAP138157,,,11459.34128
UNKNOWN116115,,,TAP142980,,,9393.77141
FALLS CHURCH,,,IDYLWOOD,,,6624.265428
SOUTHINGTON,,,"JOHN STREET 1, 3, 4 & 5",,,31292.45729
UNKNOWN134515,,,TAP134540,,,26654.7919
UNKNOWN119334,,,TAP149631,,,13206.98551
UNKNOWN108997,,,UNKNOWN108999,,,21341.43257
TAP140928,,,KENT COUNTY,,,11262.87967
UNKNOWN112104,,,TAP141873,,,2448.549097
UNKNOWN123861,,,UNKNOWN123866,,,25667.1593
TAP134634,,,TAP134638,,,4858.563842
TAP140354,,,TAP173589,,,73.83317146
10TH AVENUE,,,CENTRAL,,,2862.025905
UNKNOWN123299,,,ELECTRIC LIGHT 345 KV,,,25727.34544
UNKNOWN114183,,,UNKNOWN121370,,,13147.26158
UNKNOWN111610,,,UNKNOWN111611,,,26838.2947
UNKNOWN120771,,,UNKNOWN120787,,,8911.440619
BLACK CREEK,,,JAX HEIGHTS,,,18249.82292
UNKNOWN118468,,,UNKNOWN118472,,,2785.001923
RED OAK SUBSTATION,,,TAP149491,,,28493.08917
BRIGHTON,,,MOUNT ZION,,,7699.886594
UNKNOWN108713,,,HOLLY HILL,,,3392.192675
HATFIELD,,,RONCO,,,3208.940623
UNKNOWN119962,,,UNKNOWN119963,,,4912.116871
UNKNOWN112486,,,PLAQUEMINE,,,9660.371564
UNKNOWN124806,,,UNKNOWN124807,,,4513.438591
TAP154769,,,TAP154770,,,11.83254722
UNKNOWN117098,,,UNKNOWN117099,,,6219.484628
UNKNOWN122905,,,CLARKSBURG,,,10415.83043
UNKNOWN122865,,,SHAWNEE,,,768.8358746
TAP136299,,,READ STREET,,,3723.754934
UNKNOWN121777,,,TAP156096,,,13564.82366
UNKNOWN111853,,,UNKNOWN111854,,,3744.436904
UNKNOWN109244,,,WEST VERNON,,,138562.4418
WEST MONTGOMERY,,,MAXWELL FIELD,,,1833.985593
UNKNOWN121079,,,TAP142142,,,59.80750041
HALIFAX,,,UNKNOWN400300,,,9756.657621
UNKNOWN123874,,,TAP140233,,,71.09098227
UNKNOWN125583,,,TAP140358,,,57.46099246
UNKNOWN111191,,,TAP151226,,,2996.248729
PLEASANT VALLEY,,,TAP137887,,,15454.8586
TAP152944,,,UNKNOWN152945,,,36.97815309
UNKNOWN114929,,,TAP143415,,,1086.195125
UNKNOWN121184,,,RISER167196,,,22510.28499
CALDERWOOD,,,TAP155199,,,3203.940365
UNKNOWN124256,,,UNKNOWN124725,,,43312.50418
UNKNOWN117939,,,UNKNOWN117952,,,12488.93837
CALAMUS,,,EAST CALAMUS,,,7489.054215
INDECK WEST ENFIELD ENERGY CENTER,,,NOT AVAILABLE,,,37.86240059
UNKNOWN122727,,,PLYMOUTH,,,43547.21468
TAP155319,,,UNKNOWN155320,,,1799.954194
UNKNOWN109894,,,UNKNOWN109895,,,13563.68237
TAP146957,,,TAP146959,,,4935.528327
UNKNOWN128007,,,UNKNOWN128013,,,375.5282506
EASTOVER,,,TAP136609,,,18394.57113
NILES POWER PLANT,,,UNKNOWN113722,,,6808.428169
ROCKPORT,,,ROCKPORT,,,340.728646
UNKNOWN108702,,,DAYTONA BEACH,,,6281.864822
UNKNOWN111332,,,TAP142502,,,12.98328675
TAP138336,,,GWYNNEVILLE,,,8058.99438
TAP143231,,,TAP143232,,,9.113951778
CABIN CREEK,,,TAP155322,,,3581.468539
COMMONWEALTH CHESAPEAKE,,,OAK HALL,,,7501.524478
TAP141071,,,TAP146557,,,5674.290799
UNKNOWN108799,,,TAP147008,,,43144.87727
UNKNOWN121693,,,TAP154212,,,3603.587121
UNKNOWN119884,,,TAP138848,,,3309.570253
THORPE,,,TAP145891,,,4934.892484
NEW CASTLE,,,GREENSBORO,,,14832.16914
UNKNOWN115414,,,CORDOVA,,,5258.165826
UNKNOWN109119,,,TAP142541,,,34898.06763
TAP141935,,,TAP141936,,,3559.249375
FORT MYERS,,,FORT MYERS SWITCHYARD,,,348.2296923
UNKNOWN121268,,,TAP160511,,,11713.52676
WOLF CREEK,,,MCADAMS,,,46962.48414
UNKNOWN121115,,,TAP147728,,,71.9383143
UNKNOWN119600,,,UNKNOWN119601,,,26775.05379
UNKNOWN110976,,,TAP152534,,,1969.384552
WILL COUNTY,,,TAP138224,,,17194.67478
UNKNOWN134881,,,TAP134900,,,2339.222917
MERAMEC,,,UNKNOWN117890,,,25708.57849
HABANA,,,TAP151122,,,3897.998532
UNKNOWN112727,,,TAP152660,,,133.7898003
RISER138002,,,RISER138003,,,2672.44016
UNKNOWN123228,,,KEENEY,,,119256.8764
UNKNOWN118581,,,TAP149178,,,5062.179422
TAP137103,,,TAP137104,,,69.26198279
RALLY HILL,,,TAP153486,,,1421.632319
SOUTH BEND,,,DARDEN ROAD SUBSTATION,,,11562.26166
GALLATIN (TN),,,CORDELL HULL,,,53794.85994
UNKNOWN108870,,,UNKNOWN130793,,,11788.25306
WADING RIVER GAS TURBINES,,,NOT AVAILABLE,,,167.5001709
TAP148075,,,LEE,,,11966.64844
UNKNOWN117222,,,TAP154812,,,3770.425728
TAP146057,,,TAP146058,,,2579.445838
RISER143444,,,NORTH,,,326.1691834
UNKNOWN121979,,,TAP138215,,,73.99826041
DEROUEN,,,CHLOMAL,,,16570.51622
UNKNOWN131894,,,UNKNOWN131912,,,2205.592216
TAP143067,,,TAP143370,,,37634.90824
UNKNOWN120807,,,UNKNOWN120808,,,13482.97732
UNKNOWN107695,,,UNKNOWN107701,,,10501.35613
UNKNOWN114740,,,TAP141957,,,1930.648755
UNKNOWN112702,,,UNKNOWN112703,,,5701.597424
CELANESE,,,PETERS MOUNTAIN,,,7173.875511
UNKNOWN128541,,,TAP146112,,,4615.661553
UNKNOWN131524,,,UNKNOWN151004,,,10593.04332
EERIE SOUTH,,,UNKNOWN146107,,,9707.154456
UNKNOWN116408,,,UNKNOWN137835,,,41790.36665
TAP139776,,,FISHERSVILLE,,,6255.496774
UNKNOWN115171,,,UNKNOWN115173,,,8911.409233
SHARONDALE,,,GREEN HILLS,,,4518.286684
TAP154907,,,TAP154908,,,11.47923248
UNKNOWN114513,,,TAP148233,,,52.74276232
TAP153800,,,TAP153802,,,12168.32232
UNKNOWN125476,,,SCRIBA,,,1205.084513
TAP137998,,,FREDONIA,,,28633.19004
UNKNOWN116484,,,TAP140639,,,16541.70986
UNKNOWN111754,,,TAP155947,,,2504.909755
STERLING STEEL,,,QUAD CITIES,,,71581.38386
UNKNOWN113675,,,TAP136893,,,2911.390722
TAP134745,,,TAP134746,,,7168.843752
UNKNOWN123526,,,TAP140132,,,16952.79138
UNKNOWN115449,,,TAP147195,,,151.0199942
UNKNOWN115053,,,TAP147799,,,63.53354405
PIPER,,,AGAWAM,,,7903.06191
TAP137301,,,WAYNE,,,31122.66003
TAP139195,,,OX,,,11650.94307
EAST DANVILLE,,,DANVILLE,,,5828.92829
UNKNOWN136129,,,TAP136131,,,250.7548989
WHEELER DAM,,,TAP155256,,,34654.9928
DORCHESTER,,,UNKNOWN114101,,,21968.61677
MERIDIAN,,,TWIN BRANCH (345 KV),,,129350.3398
TAP144195,,,UNKNOWN144196,,,3073.554846
UNKNOWN132698,,,TAP136051,,,39234.30653
UNKNOWN123906,,,UNKNOWN133903,,,904.8313292
UNKNOWN111404,,,TAP146954,,,15.15304637
UNKNOWN120311,,,PEBBLEDALE,,,24424.45034
UNKNOWN111248,,,UNKNOWN111250,,,801.6215384
UNKNOWN117719,,,TAP139451,,,4247.327275
UNKNOWN128625,,,TITTABAWASSEE,,,27313.01905
UNKNOWN110342,,,UNKNOWN110343,,,5143.346561
LEIGH,,,TAP140364,,,34342.15067
UNKNOWN111735,,,UNKNOWN111736,,,20514.83201
TAP134293,,,HARVEY,,,8452.501302
UNKNOWN116936,,,UNKNOWN116938,,,6369.49323
RIPP SWITCHING STATION,,,NOT AVAILABLE,,,507.1693756
UNKNOWN121325,,,TAP149968,,,88.79425436
RUSSELL,,,CHRISTIANA,,,37081.86201
TAP154132,,,NOT AVAILABLE,,,1645.890112
SAPULPA ROAD,,,TAP149701,,,11193.76526
UNKNOWN115994,,,UNKNOWN115995,,,4844.265796
UNKNOWN110865,,,TAP154561,,,25.97855976
UNKNOWN130220,,,TAP139912,,,3487.757634
COLLIER,,,GOLDEN GATE,,,10675.48609
TAP138016,,,UNKNOWN138059,,,16798.0654
AMBERG,,,PLAINS,,,49429.29573
OAK RIDGE,,,KINGS FORK,,,8985.822307
UNKNOWN115706,,,UNKNOWN115707,,,1323.120248
LADYSMITH,,,NORTH ANNA,,,29739.65914
TAP145698,,,UNKNOWN145699,,,7085.98963
UNKNOWN109499,,,UNKNOWN124927,,,4191.577383
UNKNOWN107674,,,UNKNOWN120444,,,1323.254851
TAP151718,,,TAP152565,,,7170.128757
TAP142814,,,TAP142815,,,535.1506077
UNKNOWN111046,,,TAP154385,,,185.3834366
NORTH RANDOLPH,,,GREEN LAKE SW STA,,,29487.93515
TAP136499,,,NORTH BLOOMFIELD,,,29486.06354
TAP139932,,,NEW CARLISLE,,,338.3639102
TAP146863,,,UNKNOWN146864,,,39.78838382
UNKNOWN111956,,,TAP148268,,,265.7877747
UNKNOWN121635,,,TAP153677,,,26052.57064
UNKNOWN115066,,,TAP161684,,,1567.013115
GETWELL,,,HERNANDO,,,8061.568989
UNKNOWN117734,,,UNKNOWN121199,,,1410.632196
UNKNOWN127901,,,UNKNOWN143736,,,8171.107965
UNKNOWN121815,,,TAP142086,,,13917.2482
TAP142340,,,TAP142341,,,4829.780404
TAP145918,,,BRYANT,,,39122.34027
HOPKINSVILLE,,,PARADISE,,,78017.17338
UNIVERSITY OF SOUTH FLORIDA,,,CHAPMAN,,,6254.882635
DALE MABRY,,,SHELDON ROAD,,,19351.83242
CHESTVIEW AVENUE,,,DEADEND167167,,,360.3261977
UNKNOWN113908,,,TAP137818,,,12541.8637
UNKNOWN108980,,,UNKNOWN122917,,,13635.16654
UNKNOWN113711,,,UNKNOWN113734,,,4501.227643
AEP SPY RUN SUBSTATION,,,UNKNOWN122665,,,3236.004306
LAPEER,,,ETNA,,,32708.6656
UNKNOWN114570,,,TAP154127,,,3404.237114
FAIRGROUNDS,,,UNKNOWN121168,,,14141.37502
TAP140909,,,TAP156254,,,81.44207854
UNKNOWN116240,,,UNKNOWN116241,,,1061.380125
BRENTWOOD,,,NOT AVAILABLE,,,380.7263054
UNKNOWN133967,,,UNKNOWN134190,,,68025.26744
TAP141795,,,JETPORT,,,4232.838702
UNKNOWN109477,,,TAP160545,,,100.2696379
UNKNOWN115097,,,DEADEND167243,,,46367.0098
UNKNOWN108681,,,SANFORD,,,12079.08969
UNKNOWN121232,,,GREERS FERRY,,,40989.09923
UNKNOWN112841,,,UNKNOWN176437,,,3792.738084
UNKNOWN125504,,,PULASKI,,,7647.966777
TAP138111,,,TAP138114,,,12731.52049
UNKNOWN120939,,,UNKNOWN120940,,,10513.50187
BUTTERMILK,,,TAP140427,,,48.76946182
UNKNOWN131677,,,UNKNOWN131746,,,1322.487083
UNKNOWN116018,,,TAP142236,,,5879.537592
UNKNOWN132702,,,UNKNOWN137078,,,29925.51807
UNKNOWN123439,,,TAP141132,,,10271.22017
HINES ENERGY COMPLEX,,,BARCOLA,,,5631.626282
CARD`,,,TAP136485,,,27101.53951
UNKNOWN113607,,,UNKNOWN113714,,,6533.963359
UNKNOWN118677,,,TAP149167,,,5961.456736
UNKNOWN121545,,,CHARLOTTESVILLE,,,13290.99287
SPLIT ROCK,,,UNKNOWN133817,,,538.9868039
TAP142904,,,TAP142992,,,35914.94079
MONTOUR STATION,,,UNKNOWN162368,,,27365.18595
UNKNOWN117883,,,UNKNOWN117909,,,11787.53302
UNKNOWN127539,,,TAP138352,,,1829.318837
SOUTH BEND,,,COLFAX,,,6732.590003
UNKNOWN117552,,,UNKNOWN121753,,,3562.068496
UNKNOWN108781,,,UNKNOWN123888,,,28658.12743
UNKNOWN136203,,,LYNN,,,2531.25738
ALMA,,,NOT AVAILABLE,,,1056.027027
UNKNOWN124710,,,TAP136949,,,17572.34083
MONTGOMERY COUNTY RESOURCE RECOVERY,,,NOT AVAILABLE,,,140.1595872
TAP146625,,,TAP146626,,,729.0888623
UNKNOWN114952,,,TAP153945,,,25021.47438
UNKNOWN116115,,,WEST FORK,,,6508.263503
UNKNOWN122369,,,TAP142313,,,500.3955171
UNKNOWN127515,,,TAP140363,,,83.37410439
PALO SECO,,,BAYAMON,,,8180.271199
CITY OF CLEWISTON,,,MCCARTHY,,,6446.273191
TAP153754,,,JOPPA STATION,,,721.1871234
UNKNOWN120890,,,TAP150545,,,31330.61528
GREENLAND,,,UNKNOWN107867,,,16984.64778
RISER143205,,,RISER143206,,,444.7178836
UNKNOWN111371,,,TAP142516,,,91.46753792
UNKNOWN151203,,,TAP153122,,,18164.34437
UNKNOWN151583,,,TAP151584,,,35.90487065
TAP135373,,,TAP166987,,,28222.17492
UNKNOWN113672,,,UNKNOWN113917,,,6204.102802
VERNON VT,,,FITZWILLIAM,,,44826.36029
UNKNOWN117056,,,SALTVILLE,,,51460.6219
UNKNOWN111293,,,TAP152522,,,7870.108876
UNKNOWN113367,,,TAP142348,,,10860.73136
UNKNOWN109101,,,TAP142809,,,118.6605191
UNKNOWN119642,,,UNKNOWN119643,,,6205.322257
UNKNOWN124316,,,UNKNOWN124318,,,6998.864449
RIVERSIDE (230KV),,,RIVERSIDE (115KV),,,658.2969267
MOWEAQUA,,,TAP139406,,,7066.758292
TAP154777,,,TAP154778,,,23609.34635
UNKNOWN131410,,,HUNTLEY,,,35136.40373
UNKNOWN115844,,,TAP154762,,,831.8530935
UNKNOWN115411,,,TAP154308,,,212.5610357
WEST COSHOCTON,,,SOUTH MILLERSBURG,,,31622.11273
UNKNOWN133923,,,TAP140109,,,2585.52324
TAP151572,,,UNKNOWN151573,,,251.4718558
UNKNOWN124656,,,UNKNOWN144869,,,20156.50859
OKUMULGEE CITY SUBSTATION,,,RIVERSIDE (138KV),,,55818.15507
TAP143472,,,TAP143473,,,1182.41249
UNKNOWN145473,,,UNKNOWN145474,,,40974.66378
UNKNOWN120752,,,UNKNOWN121016,,,6563.164746
UNKNOWN128617,,,TAP139910,,,862.2159893
ESSEX,,,SAND BAR,,,25302.75203
TONTITOWN,,,CHAMBERS SPRINGS,,,24500.07149
UNKNOWN110151,,,TAP145799,,,41.65273004
BELL ROCK ROAD,,,TAP136637,,,16683.73662
UNKNOWN109056,,,UNKNOWN109057,,,46890.55214
UNKNOWN123250,,,UNKNOWN123264,,,19574.64452
TAP154768,,,TAP154769,,,90.44838368
UNKNOWN111012,,,UNKNOWN111013,,,4776.661063
BATTLE CREEK,,,ONEIDA,,,92408.94435
BENTON,,,SHERBURNE COUNTY,,,49322.46241
UNKNOWN108805,,,UNKNOWN113936,,,28868.35651
SOUTHWESTERN,,,TAP149174,,,44658.33934
UNKNOWN127632,,,TAP140332,,,42.22337551
UNKNOWN123091,,,UNKNOWN123092,,,8022.679593
TAP135493,,,TAP140039,,,7192.512773
UNKNOWN120534,,,SANFORD,,,6774.596062
TAP137257,,,IX CENTER,,,134.8766174
UNKNOWN111556,,,TAP142587,,,1901.275137
UNKNOWN118580,,,UNKNOWN119428,,,15350.73483
UNKNOWN115745,,,TAP155411,,,50.21218025
UNKNOWN108103,,,UNKNOWN121349,,,21572.77431
UNKNOWN120692,,,SANTA ROSA ENERGY CENTER,,,13867.51017
TAP145908,,,TAP145909,,,72.17637584
UNKNOWN128389,,,COLFAX,,,23391.67339
TAP140069,,,UNKNOWN152304,,,20519.76318
UNKNOWN110908,,,TAP142072,,,4494.482418
CHARLOTTE,,,FORT MYERS SWITCHYARD,,,40063.09429
UNKNOWN125640,,,TAP141235,,,146.5725469
TAP151499,,,UNKNOWN151500,,,23.24074487
