"Project #","Request Status","Queue Date","Withdrawn Date","Done Date","Appl In Service Date","Transmission Owner","County","State","Study Cycle","Study Group","Study Phase","Service Type","POI Name","Summer MW","Winter MW","Fuel","Generating Facility","Post GIA Status","Negotiated In Service Date","Decision Point 1 ERIS MW","Decision Point 1 NRIS MW","Decision Point 2 ERIS MW","Decision Point 2 NRIS MW"
"J1307","Withdrawn","2019-04-29T04:00:00+00:00","2022-03-08T05:00:00+00:00","","2022-12-01T05:00:00+00:00","METC","Eaton County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Oneida - Battle Creek 345kV Line","150","150","Solar","Photovoltaic","Not Started","","150","150","0","0"
"J1308","Done","2019-04-29T04:00:00+00:00","","","2021-12-01T05:00:00+00:00","Southern Indiana Gas & Electric Company d/b/a Vectren Energy Delivery of Indiana, Inc.","Posey County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","AB Brown - Gibson 345kV Line","300","300","Solar","Photovoltaic","Not Started","2024-04-01T04:00:00+00:00","300","300","270","270"
"J1309","Withdrawn","2019-04-29T04:00:00+00:00","2019-09-12T04:00:00+00:00","","2021-09-30T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Arkansas County","AR","DPP-2019","South","GIA","Network Resource Interconnection Service (NRIS)","Gillett 115 kV Substation","129.9","129.9","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1310","Done","2019-04-29T04:00:00+00:00","","2022-08-17T04:00:00+00:00","2022-06-30T04:00:00+00:00","METC","Jackson County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Blackstone - Marshall 138 kV Line","125","125","Solar","Photovoltaic","Under Construction","2024-10-01T04:00:00+00:00","125","125","125","125"
"J1311","Done","2019-04-29T04:00:00+00:00","","","2022-06-30T04:00:00+00:00","AMEREN ILLINOIS","St. Clair County","IL","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Fayetteville Bee Hollow Road 138 kV Substation","150","150","Solar","Photovoltaic","Not Started","2025-06-30T04:00:00+00:00","150","150","150","150"
"J1312","Done","2019-04-29T04:00:00+00:00","","2023-01-26T05:00:00+00:00","2022-06-30T04:00:00+00:00","NORTHERN STATES POWER COMPANY","McCook County","SD","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Grant 115 kV Substation","50","50","Solar","Photovoltaic","Not Started","2025-06-30T04:00:00+00:00","50","50","50","50"
"J1313","Done","2019-04-29T04:00:00+00:00","","2023-01-26T05:00:00+00:00","2022-06-30T04:00:00+00:00","ITC MIDWEST","Greene County","IA","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","161kV bus at Karma substation","100","100","Solar","Photovoltaic","Not Started","2025-06-30T04:00:00+00:00","100","100","100","100"
"J1314","Done","2019-04-29T04:00:00+00:00","","2022-08-26T04:00:00+00:00","2022-06-30T04:00:00+00:00","DAIRYLAND POWER COOPERATIVE","Polk County","WI","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Apple River 161 kV Substation","100","100","Solar","Photovoltaic","Under Construction","2025-06-30T04:00:00+00:00","100","100","100","100"
"J1315","Withdrawn","2019-04-29T04:00:00+00:00","2022-09-01T04:00:00+00:00","","2022-06-30T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Cottonwood County,Murray County,Redwood County","MN","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Lyon County - Cedar Mountain 345 kV Line Tap","600","600","Wind","Wind Turbine","Not Started","","600","600","600","0"
"J1316","Done","2019-04-29T04:00:00+00:00","","","2022-10-30T04:00:00+00:00","American Transmission Co. LLC","Kenosha County","WI","DPP-2019","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Paris 138 kV Substation","50","50","Battery Storage","Battery Storage","Not Started","2025-10-30T04:00:00+00:00","50","50","50","50"
"J1317","Withdrawn","2019-04-29T04:00:00+00:00","2020-01-03T05:00:00+00:00","","2022-10-01T04:00:00+00:00","ITC MIDWEST","Sanilac County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Bennet 120kV Substation","150","150","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1318","Withdrawn","2019-04-29T04:00:00+00:00","2021-08-05T04:00:00+00:00","","2022-07-01T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Rush County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Rushville 69kV Substation","25","25","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1319","Done","2019-04-29T04:00:00+00:00","","","2021-09-30T04:00:00+00:00","ITC MIDWEST","Huron County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Rapson 120kV Substation","117.5","117.5","Wind","Wind Turbine","In Service","2022-08-01T04:00:00+00:00","117.5","117.5","112","112"
"J1320","Done","2019-04-29T04:00:00+00:00","","","2019-04-20T04:00:00+00:00","METC","Branch County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Coldwater - Batavia 138kV Line","150","150","Solar","Photovoltaic","Not Started","2025-04-20T04:00:00+00:00","150","150","150","150"
"J1321","Withdrawn","2019-04-29T04:00:00+00:00","2022-02-21T05:00:00+00:00","","2023-10-30T04:00:00+00:00","MIDAMERICAN ENERGY COMPANY","Story County","IA","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","O'Brien - Kossuth 345 kV Line Tap","65","65","Battery Storage","Battery Storage","Not Started","","65","65","0","0"
"J1322","Withdrawn","2019-04-29T04:00:00+00:00","2021-01-26T05:00:00+00:00","","2022-04-20T04:00:00+00:00","METC","Eaton County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Battle Creek - Oneida 345kV Tap","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1323","Done","2019-04-29T04:00:00+00:00","","","2023-10-30T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","LaGrange County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Lagrange 138 kV Substation","25","25","Battery Storage","Battery Storage","Not Started","2025-06-01T04:00:00+00:00","25","25","25","25"
"J1324","Withdrawn","2019-04-29T04:00:00+00:00","2020-05-11T04:00:00+00:00","","2022-04-20T04:00:00+00:00","AMEREN ILLINOIS","Montgomery County","IL","","","","Network Resource Interconnection Service (NRIS)","Midway 138kV Substation","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1325","Done","2019-04-29T04:00:00+00:00","","2022-08-23T04:00:00+00:00","2022-06-30T04:00:00+00:00","ITC MIDWEST","Rock County","MN","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Magnolia 161 kV substation","200","200","Solar","Photovoltaic","Under Construction","2025-06-30T04:00:00+00:00","80","80","80","72"
"J1326","Done","2019-04-29T04:00:00+00:00","","","2022-10-30T04:00:00+00:00","American Transmission Co. LLC","Dane County","WI","DPP-2019","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","Rockdale 345 kV Substation","75","75","Battery Storage","Battery Storage","Not Started","2025-06-01T04:00:00+00:00","75","75","75","75"
"J1327","Withdrawn","2019-04-29T04:00:00+00:00","2021-02-08T05:00:00+00:00","","2022-10-30T04:00:00+00:00","METC","Ionia County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Marquette - Vergennes 138 kV Line Tap","20","20","Battery Storage","Battery Storage","Not Started","","0","0","0","0"
"J1328","Withdrawn","2019-04-29T04:00:00+00:00","2022-02-22T05:00:00+00:00","","2022-04-20T04:00:00+00:00","OTTER TAIL POWER COMPANY","Grant County","SD","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Big Stone South 345kV Sub","100","100","Solar","Photovoltaic","Not Started","","100","100","0","0"
"J1329","Done","2019-04-29T04:00:00+00:00","","2022-10-31T04:00:00+00:00","2022-10-30T04:00:00+00:00","ITC MIDWEST","Washtenaw County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Majestic - Milan 345 kV Line Tap","20","20","Battery Storage","Battery Storage","Under Construction","2025-10-30T04:00:00+00:00","20","20","20","20"
"J1330","Withdrawn","2019-04-29T04:00:00+00:00","2021-08-05T04:00:00+00:00","","2022-04-20T04:00:00+00:00","AMEREN ILLINOIS","Randolph County","IL","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Baldwin 345kV Substation","200","200","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1331","Done","2019-04-29T04:00:00+00:00","","2022-08-17T04:00:00+00:00","2022-06-30T04:00:00+00:00","ITC MIDWEST","St. Clair County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Greenwood 120 kV Substation","100","100","Solar","Photovoltaic","Not Started","2025-02-28T05:00:00+00:00","100","100","100","100"
"J1332","Withdrawn","2019-04-29T04:00:00+00:00","2024-03-08T05:00:00+00:00","","2022-04-20T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Jasper County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Rollin Schahfer - Lake George 345kV Line","200","200","Solar","Photovoltaic","Withdrawn","2025-04-20T04:00:00+00:00","200","200","194","194"
"J1333","Done","2019-04-29T04:00:00+00:00","","","2022-07-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Jasper County,Starke County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Schahfer - Burr Oak 345kV Line","199.5","199.5","Hybrid","Solar/Battery","In Service","2024-06-15T04:00:00+00:00","199.5","199.5","199.5","199.5"
"J1334","Done","2019-04-29T04:00:00+00:00","","","2022-07-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Jasper County,Starke County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Schahfer - Burr Oak 345kV Line","199.5","199.5","Hybrid","Solar/Battery","In Service","2024-06-15T04:00:00+00:00","199.5","199.5","199.5","199.5"
"J1335","Done","2019-04-29T04:00:00+00:00","","","2022-07-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Jasper County,Starke County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Schahfer - Burr Oak 345kV Line","199.5","199.5","Hybrid","Solar/Battery","In Service","2024-06-24T04:00:00+00:00","199.5","199.5","199.5","199.5"
"J1336","Done","2019-04-29T04:00:00+00:00","","2023-01-30T05:00:00+00:00","2022-07-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Jasper County,Starke County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Schahfer - Burr Oak 345kV Line","199.5","199.5","Hybrid","Solar/Battery","Not Started","2025-02-01T05:00:00+00:00","199.5","199.5","199.5","199.5"
"J1337","Withdrawn","2019-04-29T04:00:00+00:00","2021-03-24T04:00:00+00:00","","2022-06-30T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Sherburne County","MN","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Sherburne County 345 kV substation","300","300","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1338","Withdrawn","2019-04-29T04:00:00+00:00","2021-08-05T04:00:00+00:00","","2022-07-15T04:00:00+00:00","Ameren Missouri","Audrain County","MO","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Spencer Creek - Montgomery 345 kV Line Tap","150","150","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1339","Done","2019-04-29T04:00:00+00:00","","","2022-07-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Jasper County,Starke County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Schahfer - Burr Oak 345kV Line","199.5","199.5","Hybrid","Solar/Battery","Not Started","2025-08-01T04:00:00+00:00","199.5","199.5","199.5","199.5"
"J1340","Done","2019-04-29T04:00:00+00:00","","","2022-07-01T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Jasper County,Starke County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Schahfer - Burr Oak 345kV Line","199.5","199.5","Hybrid","Solar/Battery","Not Started","2025-06-01T04:00:00+00:00","199.5","199.5","199.5","199.5"
"J1341","Withdrawn","2019-04-29T04:00:00+00:00","2021-03-24T04:00:00+00:00","","2022-07-01T04:00:00+00:00","ITC MIDWEST","Buchanan County","IA","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Hazleton 345kV Substation","398","398","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1342","Withdrawn","2019-04-29T04:00:00+00:00","2022-05-20T04:00:00+00:00","","2023-06-30T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Starke County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Starke 138kV Substation","99","99","Solar","Photovoltaic","Not Started","","99","99","0","0"
"J1343","Withdrawn","2019-04-29T04:00:00+00:00","2020-03-05T05:00:00+00:00","","2022-09-15T04:00:00+00:00","ITC MIDWEST","Cerro Gordo County","IA","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Emery - Lime Creek 161 kV Line Tap","96","96","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1344","Withdrawn","2019-04-29T04:00:00+00:00","2020-03-05T05:00:00+00:00","","2022-09-15T04:00:00+00:00","MIDAMERICAN ENERGY COMPANY","Mills County","IA","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Hastings 69 kV Substation","48","48","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1345","Withdrawn","2019-04-29T04:00:00+00:00","2022-03-08T05:00:00+00:00","","2021-10-01T04:00:00+00:00","American Transmission Co. LLC","Dodge County","WI","DPP-2019","East (ATC)","GIA","Network Resource Interconnection Service (NRIS)","North Beaver Dam 69kV Substation","25","25","Battery Storage","Battery Storage","Not Started","","25","25","0","0"
"J1346","Withdrawn","2019-04-29T04:00:00+00:00","2020-05-29T04:00:00+00:00","","2022-01-01T05:00:00+00:00","ITC MIDWEST","Wayne County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Brownstown 345kV Substation","334","382","Gas","Combustion Turbine (Simple Cycle)","Not Started","","0","0","0","0"
"J1347","Done","2019-04-26T04:00:00+00:00","","","2022-08-01T04:00:00+00:00","ENTERGY MISSISSIPPI, LLC","Scott County","MS","DPP-2019","South","GIA","Energy Resource Interconnection Service (ERIS)","Pelahatchie - Scott 115 kV Line Tap","175","175","Solar","Photovoltaic","In Service","2023-06-01T04:00:00+00:00","175","0","175","0"
"J1348","Done","2019-04-29T04:00:00+00:00","","","2022-04-20T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Vermillion County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Cayuga - Sugar Creek 345kV Line","200","200","Solar","Photovoltaic","Not Started","2025-04-20T04:00:00+00:00","200","200","0","0"
"J1349","Withdrawn","2019-04-29T04:00:00+00:00","2022-02-22T05:00:00+00:00","","2023-04-20T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Cottonwood County","MN","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Crandall 345 kV Substation","335","335","Hybrid","Solar/Wind","Not Started","","335","335","0","0"
"J1350","Withdrawn","2019-04-29T04:00:00+00:00","2023-04-07T04:00:00+00:00","2022-10-31T04:00:00+00:00","2022-04-20T04:00:00+00:00","METC","Monroe County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Milan – Monroe – Morocco 345 kV Point","150","150","Solar","Photovoltaic","Withdrawn","2025-04-20T04:00:00+00:00","150","150","150","150"
"J1351","Withdrawn","2019-04-29T04:00:00+00:00","2020-08-05T04:00:00+00:00","","2022-08-01T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Madison Parish","LA","DPP-2019","South","GIA","Network Resource Interconnection Service (NRIS)","Tallulah - Delhi 115kV Line Tap","120","120","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1352","Done","2019-04-29T04:00:00+00:00","","","2022-04-20T04:00:00+00:00","Ameren Missouri","Montgomery County","MO","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Spencer Creek - Montgomery 345kV Line","100","100","Solar","Photovoltaic","Not Started","2024-12-01T05:00:00+00:00","100","100","100","100"
"J1353","Withdrawn","2019-04-29T04:00:00+00:00","2023-09-05T04:00:00+00:00","","2023-05-30T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","Lake County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Green Acres138kV Subtation","150","150","Battery Storage","Battery Storage","Not Started","","150","150","150","150"
"J1354","Done","2019-04-29T04:00:00+00:00","","","2023-05-30T04:00:00+00:00","HOOSIER ENERGY","Decatur County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Decatur  County 138kV Switching Station","146","146","Battery Storage","Battery Storage","Not Started","2025-10-15T04:00:00+00:00","118","118","118","118"
"J1355","Done","2019-04-29T04:00:00+00:00","","","2023-05-30T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","LaPorte County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Stillwell 138kV Subtation","160","160","Battery Storage","Battery Storage","Not Started","2026-05-30T04:00:00+00:00","131","131","131","131"
"J1356","Withdrawn","2019-04-29T04:00:00+00:00","2022-05-20T04:00:00+00:00","","2023-05-30T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Martin County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Whitfield 138kV Substation","160","160","Solar","Photovoltaic","Not Started","","135","74","0","0"
"J1357","Done","2019-04-29T04:00:00+00:00","","2023-01-31T05:00:00+00:00","2023-05-30T04:00:00+00:00","DUKE ENERGY INDIANA, LLC","Madison County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Madison 138 KV SUBSTATION","150","150","Battery Storage","Battery Storage","Not Started","2025-09-30T04:00:00+00:00","150","150","150","150"
"J1358","Done","2019-04-29T04:00:00+00:00","","","2023-05-30T04:00:00+00:00","NORTHERN INDIANA PUBLIC SERVICE COMPANY LLC","LaPorte County","IN","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Luchtman - Michigan City138kV Line","125","125","Battery Storage","Battery Storage","Not Started","2026-05-30T04:00:00+00:00","125","125","125","125"
"J1359","Done","2019-04-29T04:00:00+00:00","","","2022-03-01T05:00:00+00:00","ITC MIDWEST","Linn County","IA","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Oakridge 69 kV Substation","95","95","Gas","Combustion Turbine (Simple Cycle)","Not Started","2025-03-01T05:00:00+00:00","95","95","95","95"
"J1360","Done","2019-04-29T04:00:00+00:00","","","2022-04-20T04:00:00+00:00","AMEREN ILLINOIS","Piatt County","IL","DPP-2019","Central","GIA","Energy Resource Interconnection Service (ERIS)","Goose Creek 345kV Switchyard","300","300","Wind","Wind Turbine","Not Started","2024-06-01T04:00:00+00:00","300","300","300","0"
"J1361","Done","2019-04-29T04:00:00+00:00","","2021-11-29T05:00:00+00:00","2021-10-31T04:00:00+00:00","ENTERGY LOUISIANA, LLC","Washington Parish","LA","DPP-2019","South","GIA","Network Resource Interconnection Service (NRIS)","Lagen Holton - Franklinton 115kV Line (J1184)","50","50","Solar","Photovoltaic","Under Construction","2024-01-15T05:00:00+00:00","50","50","50","50"
"J1362","Withdrawn","2019-04-29T04:00:00+00:00","2020-02-13T05:00:00+00:00","","2021-08-27T04:00:00+00:00","METC","Muskegon County","MI","DPP-2019","East (ITC)","GIA","Network Resource Interconnection Service (NRIS)","Kenowa - Ludington 345 kV Line Tap","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1363","Withdrawn","2019-04-26T04:00:00+00:00","2021-08-05T04:00:00+00:00","","2022-07-15T04:00:00+00:00","Ameren Missouri","Audrain County","MO","DPP-2019","Central","GIA","Network Resource Interconnection Service (NRIS)","Spencer Creek - Montgomery 345 kV Line Tap","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1364","Withdrawn","2019-04-29T04:00:00+00:00","2020-08-05T04:00:00+00:00","","2022-07-15T04:00:00+00:00","ENTERGY ARKANSAS, LLC","Crittenden County","AR","DPP-2019","South","GIA","Network Resource Interconnection Service (NRIS)","Marked Tree - Marion 161 kV Line tap","150","150","Solar","Photovoltaic","Not Started","","0","0","0","0"
"J1365","Done","2019-04-29T04:00:00+00:00","","","2022-07-01T04:00:00+00:00","ITC MIDWEST","Tama County","IA","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Traer 161-kV Substation","169.4","169.4","Wind","Wind Turbine","Not Started","2024-09-06T04:00:00+00:00","169.4","169.4","169.4","0"
"J1366","Withdrawn","2019-04-29T04:00:00+00:00","2020-04-02T04:00:00+00:00","","2022-09-01T04:00:00+00:00","NORTHERN STATES POWER COMPANY","Eau Claire County","WI","DPP-2019","West","GIA","Network Resource Interconnection Service (NRIS)","Tremval - Seven Mile 161 kV Line Tap","200","200","Wind","Wind Turbine","Not Started","","0","0","0","0"
"J1367","Done","2019-04-29T04:00:00+00:00","","2022-04-15T04:00:00+00:00","2021-07-01T04:00:00+00:00","CLECO POWER LLC","St. Mary,St. Mary Parish","LA","DPP-2019","South","GIA","Network Resource Interconnection Service (NRIS)","Caneland 230kV Substation","95","95","Solar","Photovoltaic","Under Construction","2022-09-19T04:00:00+00:00","95","95","95","48.65"
